file_identifier;key;value
8578ac82c6ffea14c152e39f0c95068f;file_size;356.18 Ko
8578ac82c6ffea14c152e39f0c95068f;file_name;13753-AVIS-SOC-GLASSDOOR-E13339_P2.html
8578ac82c6ffea14c152e39f0c95068f;import_date;29/04/2023 18:55:22
8578ac82c6ffea14c152e39f0c95068f;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13753-AVIS-SOC-GLASSDOOR-E13339_P2.html
8578ac82c6ffea14c152e39f0c95068f;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13753-AVIS-SOC-GLASSDOOR-E13339_P2.html
8578ac82c6ffea14c152e39f0c95068f;file_pattern;*AVIS-SOC*
cd77ab7ddb61cbffff970409d1f1cfdd;file_size;238.75 Ko
cd77ab7ddb61cbffff970409d1f1cfdd;file_name;13755-AVIS-SOC-GLASSDOOR-E1762947_P1.html
cd77ab7ddb61cbffff970409d1f1cfdd;import_date;29/04/2023 18:55:22
cd77ab7ddb61cbffff970409d1f1cfdd;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13755-AVIS-SOC-GLASSDOOR-E1762947_P1.html
cd77ab7ddb61cbffff970409d1f1cfdd;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13755-AVIS-SOC-GLASSDOOR-E1762947_P1.html
cd77ab7ddb61cbffff970409d1f1cfdd;file_pattern;*AVIS-SOC*
86fc575794bfe01b052ce8f6c3ace1b4;file_size;394.65 Ko
86fc575794bfe01b052ce8f6c3ace1b4;file_name;13758-AVIS-SOC-GLASSDOOR-E5694_P1.html
86fc575794bfe01b052ce8f6c3ace1b4;import_date;29/04/2023 18:55:22
86fc575794bfe01b052ce8f6c3ace1b4;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13758-AVIS-SOC-GLASSDOOR-E5694_P1.html
86fc575794bfe01b052ce8f6c3ace1b4;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13758-AVIS-SOC-GLASSDOOR-E5694_P1.html
86fc575794bfe01b052ce8f6c3ace1b4;file_pattern;*AVIS-SOC*
dc2dcf0ba3fec537c92e413177fc6754;file_size;401.81 Ko
dc2dcf0ba3fec537c92e413177fc6754;file_name;13758-AVIS-SOC-GLASSDOOR-E5694_P2.html
dc2dcf0ba3fec537c92e413177fc6754;import_date;29/04/2023 18:55:22
dc2dcf0ba3fec537c92e413177fc6754;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13758-AVIS-SOC-GLASSDOOR-E5694_P2.html
dc2dcf0ba3fec537c92e413177fc6754;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13758-AVIS-SOC-GLASSDOOR-E5694_P2.html
dc2dcf0ba3fec537c92e413177fc6754;file_pattern;*AVIS-SOC*
61b8666d38f97548ace434071f3de849;file_size;288.74 Ko
61b8666d38f97548ace434071f3de849;file_name;13760-AVIS-SOC-GLASSDOOR-E1194086_P1.html
61b8666d38f97548ace434071f3de849;import_date;29/04/2023 18:55:22
61b8666d38f97548ace434071f3de849;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13760-AVIS-SOC-GLASSDOOR-E1194086_P1.html
61b8666d38f97548ace434071f3de849;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13760-AVIS-SOC-GLASSDOOR-E1194086_P1.html
61b8666d38f97548ace434071f3de849;file_pattern;*AVIS-SOC*
491fef7ed2074ccef3aad8d6c8cc3abb;file_size;343.77 Ko
491fef7ed2074ccef3aad8d6c8cc3abb;file_name;13761-AVIS-SOC-GLASSDOOR-E1366034_P1.html
491fef7ed2074ccef3aad8d6c8cc3abb;import_date;29/04/2023 18:55:23
491fef7ed2074ccef3aad8d6c8cc3abb;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13761-AVIS-SOC-GLASSDOOR-E1366034_P1.html
491fef7ed2074ccef3aad8d6c8cc3abb;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13761-AVIS-SOC-GLASSDOOR-E1366034_P1.html
491fef7ed2074ccef3aad8d6c8cc3abb;file_pattern;*AVIS-SOC*
9b0c5663dce72d04b9368a792152e20a;file_size;334.14 Ko
9b0c5663dce72d04b9368a792152e20a;file_name;13761-AVIS-SOC-GLASSDOOR-E1366034_P2.html
9b0c5663dce72d04b9368a792152e20a;import_date;29/04/2023 18:55:23
9b0c5663dce72d04b9368a792152e20a;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13761-AVIS-SOC-GLASSDOOR-E1366034_P2.html
9b0c5663dce72d04b9368a792152e20a;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13761-AVIS-SOC-GLASSDOOR-E1366034_P2.html
9b0c5663dce72d04b9368a792152e20a;file_pattern;*AVIS-SOC*
fbc1079b431c634c756674ddd40508ca;file_size;247.03 Ko
fbc1079b431c634c756674ddd40508ca;file_name;13762-AVIS-SOC-GLASSDOOR-E253138_P1.html
fbc1079b431c634c756674ddd40508ca;import_date;29/04/2023 18:55:23
fbc1079b431c634c756674ddd40508ca;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13762-AVIS-SOC-GLASSDOOR-E253138_P1.html
fbc1079b431c634c756674ddd40508ca;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13762-AVIS-SOC-GLASSDOOR-E253138_P1.html
fbc1079b431c634c756674ddd40508ca;file_pattern;*AVIS-SOC*
7a142e9045fc5a23e4336af024f913dd;file_size;236.53 Ko
7a142e9045fc5a23e4336af024f913dd;file_name;13764-AVIS-SOC-GLASSDOOR-E1164584_P1.html
7a142e9045fc5a23e4336af024f913dd;import_date;29/04/2023 18:55:23
7a142e9045fc5a23e4336af024f913dd;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13764-AVIS-SOC-GLASSDOOR-E1164584_P1.html
7a142e9045fc5a23e4336af024f913dd;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13764-AVIS-SOC-GLASSDOOR-E1164584_P1.html
7a142e9045fc5a23e4336af024f913dd;file_pattern;*AVIS-SOC*
bd6f7d80d10ed10463990d2b5b010f2b;file_size;248.97 Ko
bd6f7d80d10ed10463990d2b5b010f2b;file_name;13767-AVIS-SOC-GLASSDOOR-E1387356_P1.html
bd6f7d80d10ed10463990d2b5b010f2b;import_date;29/04/2023 18:55:23
bd6f7d80d10ed10463990d2b5b010f2b;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13767-AVIS-SOC-GLASSDOOR-E1387356_P1.html
bd6f7d80d10ed10463990d2b5b010f2b;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13767-AVIS-SOC-GLASSDOOR-E1387356_P1.html
bd6f7d80d10ed10463990d2b5b010f2b;file_pattern;*AVIS-SOC*
87b72c847fb9421c0c0c034731d69b17;file_size;302.96 Ko
87b72c847fb9421c0c0c034731d69b17;file_name;13769-AVIS-SOC-GLASSDOOR-E658429_P1.html
87b72c847fb9421c0c0c034731d69b17;import_date;29/04/2023 18:55:23
87b72c847fb9421c0c0c034731d69b17;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13769-AVIS-SOC-GLASSDOOR-E658429_P1.html
87b72c847fb9421c0c0c034731d69b17;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13769-AVIS-SOC-GLASSDOOR-E658429_P1.html
87b72c847fb9421c0c0c034731d69b17;file_pattern;*AVIS-SOC*
fbe280f3b8a4b55ee88ed98f10c97be8;file_size;275.29 Ko
fbe280f3b8a4b55ee88ed98f10c97be8;file_name;13770-AVIS-SOC-GLASSDOOR-E1013306_P1.html
fbe280f3b8a4b55ee88ed98f10c97be8;import_date;29/04/2023 18:55:23
fbe280f3b8a4b55ee88ed98f10c97be8;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13770-AVIS-SOC-GLASSDOOR-E1013306_P1.html
fbe280f3b8a4b55ee88ed98f10c97be8;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13770-AVIS-SOC-GLASSDOOR-E1013306_P1.html
fbe280f3b8a4b55ee88ed98f10c97be8;file_pattern;*AVIS-SOC*
61a93a93bb896538b88ab1e26118ae05;file_size;300.76 Ko
61a93a93bb896538b88ab1e26118ae05;file_name;13771-AVIS-SOC-GLASSDOOR-E1125581_P1.html
61a93a93bb896538b88ab1e26118ae05;import_date;29/04/2023 18:55:23
61a93a93bb896538b88ab1e26118ae05;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13771-AVIS-SOC-GLASSDOOR-E1125581_P1.html
61a93a93bb896538b88ab1e26118ae05;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13771-AVIS-SOC-GLASSDOOR-E1125581_P1.html
61a93a93bb896538b88ab1e26118ae05;file_pattern;*AVIS-SOC*
f6d0760d1c95f952de4dde3c6ae556e8;file_size;339.58 Ko
f6d0760d1c95f952de4dde3c6ae556e8;file_name;13772-AVIS-SOC-GLASSDOOR-E3974_P1.html
f6d0760d1c95f952de4dde3c6ae556e8;import_date;29/04/2023 18:55:23
f6d0760d1c95f952de4dde3c6ae556e8;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13772-AVIS-SOC-GLASSDOOR-E3974_P1.html
f6d0760d1c95f952de4dde3c6ae556e8;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13772-AVIS-SOC-GLASSDOOR-E3974_P1.html
f6d0760d1c95f952de4dde3c6ae556e8;file_pattern;*AVIS-SOC*
7ef80512de025b8d4e7b52d48022a8fc;file_size;334.89 Ko
7ef80512de025b8d4e7b52d48022a8fc;file_name;13777-AVIS-SOC-GLASSDOOR-E116383_P1.html
7ef80512de025b8d4e7b52d48022a8fc;import_date;29/04/2023 18:55:23
7ef80512de025b8d4e7b52d48022a8fc;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13777-AVIS-SOC-GLASSDOOR-E116383_P1.html
7ef80512de025b8d4e7b52d48022a8fc;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13777-AVIS-SOC-GLASSDOOR-E116383_P1.html
7ef80512de025b8d4e7b52d48022a8fc;file_pattern;*AVIS-SOC*
ff0bd88188bb2bb981784ba57f8b861d;file_size;251.25 Ko
ff0bd88188bb2bb981784ba57f8b861d;file_name;13777-AVIS-SOC-GLASSDOOR-E116383_P2.html
ff0bd88188bb2bb981784ba57f8b861d;import_date;29/04/2023 18:55:24
ff0bd88188bb2bb981784ba57f8b861d;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13777-AVIS-SOC-GLASSDOOR-E116383_P2.html
ff0bd88188bb2bb981784ba57f8b861d;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13777-AVIS-SOC-GLASSDOOR-E116383_P2.html
ff0bd88188bb2bb981784ba57f8b861d;file_pattern;*AVIS-SOC*
b54d5da7fc1cccb09587674d290ba29a;file_size;377.98 Ko
b54d5da7fc1cccb09587674d290ba29a;file_name;13778-AVIS-SOC-GLASSDOOR-E9028_P1.html
b54d5da7fc1cccb09587674d290ba29a;import_date;29/04/2023 18:55:24
b54d5da7fc1cccb09587674d290ba29a;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13778-AVIS-SOC-GLASSDOOR-E9028_P1.html
b54d5da7fc1cccb09587674d290ba29a;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13778-AVIS-SOC-GLASSDOOR-E9028_P1.html
b54d5da7fc1cccb09587674d290ba29a;file_pattern;*AVIS-SOC*
42d44ee0c58365620e486a60b6b8e3bc;file_size;376.91 Ko
42d44ee0c58365620e486a60b6b8e3bc;file_name;13778-AVIS-SOC-GLASSDOOR-E9028_P2.html
42d44ee0c58365620e486a60b6b8e3bc;import_date;29/04/2023 18:55:24
42d44ee0c58365620e486a60b6b8e3bc;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13778-AVIS-SOC-GLASSDOOR-E9028_P2.html
42d44ee0c58365620e486a60b6b8e3bc;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13778-AVIS-SOC-GLASSDOOR-E9028_P2.html
42d44ee0c58365620e486a60b6b8e3bc;file_pattern;*AVIS-SOC*
678716c3fc1a640d8bddfacd6831b837;file_size;266.22 Ko
678716c3fc1a640d8bddfacd6831b837;file_name;13779-AVIS-SOC-GLASSDOOR-E33451_P1.html
678716c3fc1a640d8bddfacd6831b837;import_date;29/04/2023 18:55:24
678716c3fc1a640d8bddfacd6831b837;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13779-AVIS-SOC-GLASSDOOR-E33451_P1.html
678716c3fc1a640d8bddfacd6831b837;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13779-AVIS-SOC-GLASSDOOR-E33451_P1.html
678716c3fc1a640d8bddfacd6831b837;file_pattern;*AVIS-SOC*
0f2be3ecc1d8ef94d83a9e61bb2d6e6b;file_size;246.76 Ko
0f2be3ecc1d8ef94d83a9e61bb2d6e6b;file_name;13780-AVIS-SOC-GLASSDOOR-E35333_P1.html
0f2be3ecc1d8ef94d83a9e61bb2d6e6b;import_date;29/04/2023 18:55:24
0f2be3ecc1d8ef94d83a9e61bb2d6e6b;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13780-AVIS-SOC-GLASSDOOR-E35333_P1.html
0f2be3ecc1d8ef94d83a9e61bb2d6e6b;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13780-AVIS-SOC-GLASSDOOR-E35333_P1.html
0f2be3ecc1d8ef94d83a9e61bb2d6e6b;file_pattern;*AVIS-SOC*
acfd915284d4ce2a968da629a3d684d0;file_size;343.75 Ko
acfd915284d4ce2a968da629a3d684d0;file_name;13783-AVIS-SOC-GLASSDOOR-E231247_P1.html
acfd915284d4ce2a968da629a3d684d0;import_date;29/04/2023 18:55:24
acfd915284d4ce2a968da629a3d684d0;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13783-AVIS-SOC-GLASSDOOR-E231247_P1.html
acfd915284d4ce2a968da629a3d684d0;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13783-AVIS-SOC-GLASSDOOR-E231247_P1.html
acfd915284d4ce2a968da629a3d684d0;file_pattern;*AVIS-SOC*
5596d14b1a39e63f6250e1465aab6dd2;file_size;246.75 Ko
5596d14b1a39e63f6250e1465aab6dd2;file_name;13787-AVIS-SOC-GLASSDOOR-E35333_P1.html
5596d14b1a39e63f6250e1465aab6dd2;import_date;29/04/2023 18:55:24
5596d14b1a39e63f6250e1465aab6dd2;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13787-AVIS-SOC-GLASSDOOR-E35333_P1.html
5596d14b1a39e63f6250e1465aab6dd2;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13787-AVIS-SOC-GLASSDOOR-E35333_P1.html
5596d14b1a39e63f6250e1465aab6dd2;file_pattern;*AVIS-SOC*
4e09c867d95c022b548b9eb307953977;file_size;376.82 Ko
4e09c867d95c022b548b9eb307953977;file_name;13790-AVIS-SOC-GLASSDOOR-E9028_P1.html
4e09c867d95c022b548b9eb307953977;import_date;29/04/2023 18:55:24
4e09c867d95c022b548b9eb307953977;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13790-AVIS-SOC-GLASSDOOR-E9028_P1.html
4e09c867d95c022b548b9eb307953977;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13790-AVIS-SOC-GLASSDOOR-E9028_P1.html
4e09c867d95c022b548b9eb307953977;file_pattern;*AVIS-SOC*
1c1a7d9a9d98972bce2a628ea3456e7c;file_size;376.74 Ko
1c1a7d9a9d98972bce2a628ea3456e7c;file_name;13790-AVIS-SOC-GLASSDOOR-E9028_P2.html
1c1a7d9a9d98972bce2a628ea3456e7c;import_date;29/04/2023 18:55:24
1c1a7d9a9d98972bce2a628ea3456e7c;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13790-AVIS-SOC-GLASSDOOR-E9028_P2.html
1c1a7d9a9d98972bce2a628ea3456e7c;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13790-AVIS-SOC-GLASSDOOR-E9028_P2.html
1c1a7d9a9d98972bce2a628ea3456e7c;file_pattern;*AVIS-SOC*
b1dbcbd0b20490031896496e1d9692c0;file_size;334.99 Ko
b1dbcbd0b20490031896496e1d9692c0;file_name;13791-AVIS-SOC-GLASSDOOR-E116383_P1.html
b1dbcbd0b20490031896496e1d9692c0;import_date;29/04/2023 18:55:25
b1dbcbd0b20490031896496e1d9692c0;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13791-AVIS-SOC-GLASSDOOR-E116383_P1.html
b1dbcbd0b20490031896496e1d9692c0;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13791-AVIS-SOC-GLASSDOOR-E116383_P1.html
b1dbcbd0b20490031896496e1d9692c0;file_pattern;*AVIS-SOC*
4105da54898b54803025c4b3969f7155;file_size;244.13 Ko
4105da54898b54803025c4b3969f7155;file_name;13791-AVIS-SOC-GLASSDOOR-E116383_P2.html
4105da54898b54803025c4b3969f7155;import_date;29/04/2023 18:55:25
4105da54898b54803025c4b3969f7155;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13791-AVIS-SOC-GLASSDOOR-E116383_P2.html
4105da54898b54803025c4b3969f7155;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13791-AVIS-SOC-GLASSDOOR-E116383_P2.html
4105da54898b54803025c4b3969f7155;file_pattern;*AVIS-SOC*
dec5104ff171c455bf6e7a9370024a29;file_size;266.05 Ko
dec5104ff171c455bf6e7a9370024a29;file_name;13792-AVIS-SOC-GLASSDOOR-E33451_P1.html
dec5104ff171c455bf6e7a9370024a29;import_date;29/04/2023 18:55:25
dec5104ff171c455bf6e7a9370024a29;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13792-AVIS-SOC-GLASSDOOR-E33451_P1.html
dec5104ff171c455bf6e7a9370024a29;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13792-AVIS-SOC-GLASSDOOR-E33451_P1.html
dec5104ff171c455bf6e7a9370024a29;file_pattern;*AVIS-SOC*
f98b715b03b9a19a23bdc654333547cc;file_size;344.02 Ko
f98b715b03b9a19a23bdc654333547cc;file_name;13795-AVIS-SOC-GLASSDOOR-E231247_P1.html
f98b715b03b9a19a23bdc654333547cc;import_date;29/04/2023 18:55:25
f98b715b03b9a19a23bdc654333547cc;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13795-AVIS-SOC-GLASSDOOR-E231247_P1.html
f98b715b03b9a19a23bdc654333547cc;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13795-AVIS-SOC-GLASSDOOR-E231247_P1.html
f98b715b03b9a19a23bdc654333547cc;file_pattern;*AVIS-SOC*
02b21ed07898bbe9554f84ba82e2e030;file_size;487.78 Ko
02b21ed07898bbe9554f84ba82e2e030;file_name;13796-AVIS-SOC-GLASSDOOR-E3054_P1.html
02b21ed07898bbe9554f84ba82e2e030;import_date;29/04/2023 18:55:25
02b21ed07898bbe9554f84ba82e2e030;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13796-AVIS-SOC-GLASSDOOR-E3054_P1.html
02b21ed07898bbe9554f84ba82e2e030;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13796-AVIS-SOC-GLASSDOOR-E3054_P1.html
02b21ed07898bbe9554f84ba82e2e030;file_pattern;*AVIS-SOC*
a62992d36c83ba7f9dee36cbcb2f9512;file_size;492.11 Ko
a62992d36c83ba7f9dee36cbcb2f9512;file_name;13796-AVIS-SOC-GLASSDOOR-E3054_P2.html
a62992d36c83ba7f9dee36cbcb2f9512;import_date;29/04/2023 18:55:25
a62992d36c83ba7f9dee36cbcb2f9512;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13796-AVIS-SOC-GLASSDOOR-E3054_P2.html
a62992d36c83ba7f9dee36cbcb2f9512;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13796-AVIS-SOC-GLASSDOOR-E3054_P2.html
a62992d36c83ba7f9dee36cbcb2f9512;file_pattern;*AVIS-SOC*
947de5f9f6246f572a4a669deaf3ecf9;file_size;368.34 Ko
947de5f9f6246f572a4a669deaf3ecf9;file_name;13800-AVIS-SOC-GLASSDOOR-E1443740_P1.html
947de5f9f6246f572a4a669deaf3ecf9;import_date;29/04/2023 18:55:25
947de5f9f6246f572a4a669deaf3ecf9;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13800-AVIS-SOC-GLASSDOOR-E1443740_P1.html
947de5f9f6246f572a4a669deaf3ecf9;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13800-AVIS-SOC-GLASSDOOR-E1443740_P1.html
947de5f9f6246f572a4a669deaf3ecf9;file_pattern;*AVIS-SOC*
15797dc32c2efd0194782ec1faed9b88;file_size;312.88 Ko
15797dc32c2efd0194782ec1faed9b88;file_name;13800-AVIS-SOC-GLASSDOOR-E1443740_P2.html
15797dc32c2efd0194782ec1faed9b88;import_date;29/04/2023 18:55:25
15797dc32c2efd0194782ec1faed9b88;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13800-AVIS-SOC-GLASSDOOR-E1443740_P2.html
15797dc32c2efd0194782ec1faed9b88;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13800-AVIS-SOC-GLASSDOOR-E1443740_P2.html
15797dc32c2efd0194782ec1faed9b88;file_pattern;*AVIS-SOC*
fe034022a41029c96c378dfd1c3cc465;file_size;331.20 Ko
fe034022a41029c96c378dfd1c3cc465;file_name;13801-AVIS-SOC-GLASSDOOR-E736804_P1.html
fe034022a41029c96c378dfd1c3cc465;import_date;29/04/2023 18:55:25
fe034022a41029c96c378dfd1c3cc465;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13801-AVIS-SOC-GLASSDOOR-E736804_P1.html
fe034022a41029c96c378dfd1c3cc465;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13801-AVIS-SOC-GLASSDOOR-E736804_P1.html
fe034022a41029c96c378dfd1c3cc465;file_pattern;*AVIS-SOC*
51f1be1fcbea804f4c82178789fc7634;file_size;333.08 Ko
51f1be1fcbea804f4c82178789fc7634;file_name;13801-AVIS-SOC-GLASSDOOR-E736804_P2.html
51f1be1fcbea804f4c82178789fc7634;import_date;29/04/2023 18:55:26
51f1be1fcbea804f4c82178789fc7634;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13801-AVIS-SOC-GLASSDOOR-E736804_P2.html
51f1be1fcbea804f4c82178789fc7634;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13801-AVIS-SOC-GLASSDOOR-E736804_P2.html
51f1be1fcbea804f4c82178789fc7634;file_pattern;*AVIS-SOC*
1365977febd9872cc30850e37983a3e1;file_size;223.82 Ko
1365977febd9872cc30850e37983a3e1;file_name;13802-AVIS-SOC-GLASSDOOR-E3127620_P1.html
1365977febd9872cc30850e37983a3e1;import_date;29/04/2023 18:55:26
1365977febd9872cc30850e37983a3e1;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13802-AVIS-SOC-GLASSDOOR-E3127620_P1.html
1365977febd9872cc30850e37983a3e1;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13802-AVIS-SOC-GLASSDOOR-E3127620_P1.html
1365977febd9872cc30850e37983a3e1;file_pattern;*AVIS-SOC*
149220427d21d810ca74fc33ba5e1293;file_size;476.62 Ko
149220427d21d810ca74fc33ba5e1293;file_name;13803-AVIS-SOC-GLASSDOOR-E20114_P1.html
149220427d21d810ca74fc33ba5e1293;import_date;29/04/2023 18:55:26
149220427d21d810ca74fc33ba5e1293;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13803-AVIS-SOC-GLASSDOOR-E20114_P1.html
149220427d21d810ca74fc33ba5e1293;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13803-AVIS-SOC-GLASSDOOR-E20114_P1.html
149220427d21d810ca74fc33ba5e1293;file_pattern;*AVIS-SOC*
904ccae095efb072c2918abfb137ebb8;file_size;436.48 Ko
904ccae095efb072c2918abfb137ebb8;file_name;13803-AVIS-SOC-GLASSDOOR-E20114_P2.html
904ccae095efb072c2918abfb137ebb8;import_date;29/04/2023 18:55:26
904ccae095efb072c2918abfb137ebb8;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13803-AVIS-SOC-GLASSDOOR-E20114_P2.html
904ccae095efb072c2918abfb137ebb8;file_destination;C:/Users/429300/Documents/GitHub/TD_DATALAKE/1_DATALAKE/01_LANDING_ZONE/AVIS/13803-AVIS-SOC-GLASSDOOR-E20114_P2.html
904ccae095efb072c2918abfb137ebb8;file_pattern;*AVIS-SOC*
a7802b82b6407b5c8190d781a77f6b2c;file_size;298.72 Ko
a7802b82b6407b5c8190d781a77f6b2c;file_name;13805-AVIS-SOC-GLASSDOOR-E846722_P1.html
a7802b82b6407b5c8190d781a77f6b2c;import_date;29/04/2023 18:55:26
a7802b82b6407b5c8190d781a77f6b2c;file_source;C:/Users/429300/Documents/GitHub/TD_DATALAKE/0_WEB/13805-AVIS-SOC-GLASSDOOR-E846722_P1.html
